,Family,Protein_Name,Protein_ID,Localization,Topology,TM_Segment_Helix,Hydrophobic_Thickness_or_Depth,Tilt_Angle,deltaGfold,kcal_mol
1486,ERG2/sigma1 receptor-like,Sigma non-opioid intracellular receptor...,SGMR1_HUMAN,ER memb.,Out,13- 32 ( 11- 35),30.1,16,-13.9,-25.0
1489,cAMP response element binding (CREB) pro...,Cyclic AMP-responsive element-binding pr...,CR3L2_HUMAN,ER memb.,In,376- 394 ( 374- 395),30.1,7,-6.2,-20.2
1491,cAMP response element binding (CREB) pro...,Cyclic AMP-responsive element-binding pr...,CR3L4_HUMAN,ER memb.,In,293- 312 ( 290- 313),30.0,8,-12.4,-23.4
1492,Cyclic AMP-dependent transcription facto...,Cyclic AMP-dependent transcription facto...,ATF6A_HUMAN,ER memb.,In,375- 394 ( 372- 404),29.1,20,-10.5,-22.4
1493,Cyclic AMP-dependent transcription facto...,Cyclic AMP-dependent transcription facto...,ATF6B_HUMAN,ER memb.,In,394- 411 ( 392- 412),29.0,3,-9.9,-20.1
1496,Protein LYRIC,Protein LYRIC,LYRIC_HUMAN,Nucleus inner memb.,Out,51- 71 ( 48- 81),29.7,21,-13.9,-25.0
1497,Jumping translocation breakpoint protein,Protein JTB,JTB_HUMAN,Nucleus inner memb.,Out,106- 125 ( 99- 135),31.1,20,-11.0,-22.1
1501,Myelin gene regulatory factor family,Myelin regulatory factor-like protein,MRFL_HUMAN,Membrane,In,624- 648 ( 623- 653),31.8,25,-20.2,-30.1
1502,ANK and SAM domain containing protein,"Ankyrin repeat, SAM and basic leucine zi...",ASZ1_HUMAN,Membrane,In,452- 470 ( 446- 471),29.9,8,-9.0,-19.5
1503,TMEM132 family,Transmembrane protein 132A,T132A_HUMAN,ER memb.,Out,847- 872 ( 845- 877),31.1,34,-12.6,-26.7
1504,TMEM132 family,Transmembrane protein 132B,T132B_HUMAN,Membrane,Out,898- 923 ( 896- 929),29.6,40,-14.6,-25.6
1505,TMEM132 family,Transmembrane protein 132C,T132C_HUMAN,Membrane,Out,923- 948 ( 921- 953),30.9,30,-13.3,-24.5
1507,TMEM132 family,Transmembrane protein 132E,T132E_HUMAN,Membrane,Out,798- 823 ( 796- 830),30.6,39,-15.6,-27.0
1508,Prostate androgen-regulated mucin-like p...,Prostate androgen-regulated mucin-like p...,PARM1_HUMAN,ER memb.,Out,260- 279 ( 258- 285),31.1,9,-17.3,-27.0
1509,Bombesin receptor-activated protein,Bombesin receptor-activated protein C6or...,CF089_HUMAN,Golgi memb.,Und,59- 79 ( 56- 80),30.2,26,-12.4,-20.7
1510,KH homology domain-containing protein,KH homology domain-containing protein 1,KHDC1_HUMAN,Membrane,Und,32- 49 ( 31- 55),30.9,27,-11.5,-20.5
1512,Schlafen family,Schlafen family member 12-like,SN12L_HUMAN,Membrane,Und,568-586(565-587),28.9,4,-6.2,-21.5
1513,Macrophage perforin domain protein,Macrophage-expressed gene 1 protein,MPEG1_HUMAN,Plasma memb.,Out,657- 678 ( 656- 680),33.2,9,-12.9,-21.1
1514,"NADH dehydrogenase, alpha 1 subunit",NADH dehydrogenase [ubiquinone] 1 alpha...,NDUA1_HUMAN,Mito. inner memb.,Out,11- 32 ( 10- 33),28.5,29,-11.2,-23.2
1516,"NADH dehydrogenase, alpha 13 subunit",NADH dehydrogenase [ubiquinone] 1 alpha...,NDUAD_HUMAN,Mito. inner memb.,In,31- 52 ( 30- 59),27.6,30,-11.7,-18.9
1517,"NADH dehydrogenase, beta 1 subunit",NADH dehydrogenase [ubiquinone] 1 beta s...,NDUB1_HUMAN,Mito. inner memb.,Out,9- 26 ( 8- 31),26.6,13,-9.1,-19.4
1518,"NADH dehydrogenase, beta 3 subunit",NADH dehydrogenase [ubiquinone] 1 beta s...,NDUB3_HUMAN,Mito. inner memb.,In,68- 87 ( 63- 95),28.6,25,-6.1,-19.2
1519,"NADH dehydrogenase, beta 4 subunit",NADH dehydrogenase [ubiquinone] 1 beta s...,NDUB4_HUMAN,Mito. inner memb.,In,89- 106 ( 86- 113),27.4,16,-12.0,-19.8
1520,"NADH dehydrogenase, beta 5 subunit",NADH dehydrogenase [ubiquinone] 1 beta s...,NDUB5_HUMAN,Mito. inner memb.,In,70- 93 ( 66- 95),29.4,36,-13.0,-25.6
1521,"NADH dehydrogenase, beta 6 subunit",NADH dehydrogenase [ubiquinone] 1 beta s...,NDUB6_HUMAN,Mito. inner memb.,In,66- 85 ( 62- 88),29.5,16,-18.7,-27.2
1523,"NADH dehydrogenase, beta 11 subunit",NADH dehydrogenase [ubiquinone] 1 beta s...,NDUBB_HUMAN,Mito. inner memb.,Und,86- 107 ( 82- 108),29.6,28,-20.7,-30.3
1524,"NADH dehydrogenase, C1 subunit",NADH dehydrogenase [ubiquinone] 1 subuni...,NDUC1_HUMAN,Mito. inner memb.,Und,42- 59 ( 39- 62),27.6,6,-17.9,-24.4
1525,NADH-ubiquinone oxidoreductase MLRQ subu...,Cytochrome c oxidase subunit NDUFA4,NDUA4_HUMAN,Mito. inner memb.,Out,16- 34 ( 15- 37),28.4,35,-13.2,-21.0
1526,NADH-ubiquinone oxidoreductase MLRQ subu...,NADH dehydrogenase [ubiquinone] 1 alpha...,NUA4L_HUMAN,Mito. inner memb.,Out,22- 40 ( 21- 44),30.5,6,-13.6,-19.7
1527,NADH-ubiquinone oxidoreductase MLRQ subu...,Normal mucosa of esophagus-specific gene...,NMES1_HUMAN,Mito. inner memb.,Out,14- 34 ( 13- 46),28.5,34,-8.8,-18.5
1528,"Cytochrome b-c1 complex, subunit 10",Cytochrome b-c1 complex subunit 10,QCR10_HUMAN,Mito. inner memb.,In,22- 39 ( 19- 42),27.4,2,-4.9,-15.3
1530,Cytochrome b-c1 complex subunit 8,Cytochrome b-c1 complex subunit 8,QCR8_HUMAN,Mito. inner memb.,In,46- 66 ( 40- 72),27.3,31,-12.8,-26.0
1533,"Cytochrome b-c1 complex, subunit Rieske",Putative cytochrome b-c1 complex subunit...,UCRIL_HUMAN,Mito. inner memb.,In,119- 140 ( 115- 141),26.0,29,-8.2,-16.6
1535,"Cytochrome c oxidase, subunit VIII","Cytochrome c oxidase subunit 8A, mitocho...",COX8A_HUMAN,Mito. inner memb.,In,38- 58 ( 37- 67),29.4,30,-12.8,-24.7
1537,"Cytochrome c oxidase, subunit VIIa","Cytochrome c oxidase subunit 7A1, mitoch...",CX7A1_HUMAN,Mito. inner memb.,In,52- 70 ( 49- 71),26.5,19,-9.3,-16.7
1538,"Cytochrome c oxidase, subunit VIIa","Cytochrome c oxidase subunit 7A2, mitoch...",CX7A2_HUMAN,Mito. inner memb.,In,54- 73 ( 49- 76),26.3,28,-14.1,-19.8
1540,"Cytochrome C oxidase, subunit VIIB","Cytochrome c oxidase subunit 7B2, mitoch...",CX7B2_HUMAN,Mito. inner memb.,In,41- 59 ( 40- 62),28.6,7,-6.7,-17.2
1541,"Cytochrome C oxidase, subunit VIIB","Cytochrome c oxidase subunit 7B, mitocho...",COX7B_HUMAN,Mito. inner memb.,In,39- 57 ( 38- 61),27.3,11,-4.9,-16.5
1542,Cytochrome c oxidase subunit VIIc,"Cytochrome c oxidase subunit 7C, mitocho...",COX7C_HUMAN,Mito. inner memb.,In,35-58 (31-61),32.6,4,-2.5,-16.0
1543,Cytochrome c oxidase subunit VIc,Cytochrome c oxidase subunit 6C,COX6C_HUMAN,Mito. inner memb.,In,20- 38 ( 14- 50),28.5,20,-17.9,-25.5
1545,Cytochrome c oxidase subunit 6A,"Cytochrome c oxidase subunit 6A2, mitoch...",CX6A2_HUMAN,Mito. inner memb.,In,28- 49 ( 23- 51),29.6,20,-13.0,-24.9
1546,Cytochrome c oxidase subunit 4,Cytochrome c oxidase subunit 4 isoform 1...,COX41_HUMAN,Mito. inner memb.,In,101- 121 ( 97- 123),29.4,21,-19.6,-28.1
1547,Cytochrome c oxidase subunit 4,Cytochrome c oxidase subunit 4 isoform 2...,COX42_HUMAN,Mito. inner memb.,In,102- 124 ( 92- 126),29.6,31,-22.6,-32.0
1548,"Dihydroorotate dehydrogenase, class 2","Dihydroorotate dehydrogenase (quinone),...",PYRD_HUMAN,Mito. inner memb.,In,12- 29 ( 3- 32),28.4,5,-9.4,-17.3
1549,FAD-binding oxidoreductase/transferase t...,Delta(24)-sterol reductase,DHC24_HUMAN,ER memb.,Out,26- 48 ( 24- 54),30.0,25,-10.1,-23.8
1550,Kynurenine monooxygenase﻿,Kynurenine 3-monooxygenase,KMO_HUMAN,Mito. outer memb.,In,419-441(402-446),26.5,35,-15.6,-23.4
1551,Flavin amine oxidase,Amine oxidase [flavin-containing] A,AOFA_HUMAN,Mito. outer memb.,In,499- 521 ( 496- 523),29.6,30,-13.4,-20.8
1552,Flavin amine oxidase,Amine oxidase [flavin-containing] B,AOFB_HUMAN,Mito. outer memb.,In,492- 511 ( 489- 514),29.5,9,-13.6,-21.2
1553,NADH-cytochrome b5 reductase,NADH-cytochrome b5 reductase 1,NB5R1_HUMAN,ER memb.,Out,10- 29 ( 7- 34),30.0,13,-10.4,-20.3
1555,NADPH-cytochrome P450 reductase,NADPH--cytochrome P450 reductase,NCPR_HUMAN,ER memb.,Out,23- 41 ( 17- 50),29.1,15,-16.6,-24.4
1556,Cytochrome b5,Cytochrome b5,CYB5_HUMAN,ER memb.,In,111- 129 ( 106- 131),30.1,9,-9.0,-19.9
1557,Cytochrome b5,Cytochrome b5 type B,CYB5B_HUMAN,Mito. outer memb.,In,120- 138 ( 113- 139),28.6,21,-19.8,-25.0
1558,Membrane-associated progesterone-binding...,Membrane-associated progesterone recepto...,PGRC1_HUMAN,ER memb.,Out,26- 45 ( 22- 47),29.1,18,-11.9,-24.1
1559,Membrane-associated progesterone-binding...,Membrane-associated progesterone recepto...,PGRC2_HUMAN,ER memb.,Out,54- 70 ( 53- 71),29.0,20,-12.1,-18.7
1560,Membrane-associated progesterone-binding...,Neuferricin,NEUFC_HUMAN,ER memb.,Out,6- 25 ( 4- 26),29.9,5,-10.4,-17.4
1562,CDGSH iron-sulfur domain-containing prot...,CDGSH iron-sulfur domain-containing prot...,CISD2_HUMAN,Mito. outer memb.,Out,38- 55 ( 36- 57),27.6,21,-20.0,-23.9
1563,MOSC domain proteins,Mitochondrial amidoxime-reducing compone...,MARC1_HUMAN,Mito. outer memb.,Out,21- 42 ( 20- 43),29.2,34,-12.2,-21.3
1564,"Cytochrome P450, E-class, group I",Aromatase,CP19A_HUMAN,ER memb.,Out,22- 41 ( 21- 43),31.2,5,-10.4,-25.2
1565,"Cytochrome P450, E-class, group I",Cholesterol 24-hydroxylase,CP46A_HUMAN,ER memb.,Out,5- 24 ( 4- 29),31.1,13,-9.5,-22.0
1566,"Cytochrome P450, E-class, group I",Cytochrome P450 1A1,CP1A1_HUMAN,ER memb.,Out,10- 28 ( 4- 29),29.2,14,-12.6,-22.7
1569,"Cytochrome P450, E-class, group I",Cytochrome P450 20A1,CP20A_HUMAN,ER memb.,Out,5- 23 ( 3- 24),29.9,12,-14.3,-24.7
1570,"Cytochrome P450, E-class, group I",Cytochrome P450 2A13,CP2AD_HUMAN,ER memb.,Out,7- 25 ( 4- 31),30.1,6,-17.6,-25.3
1571,"Cytochrome P450, E-class, group I",Cytochrome P450 2A6,CP2A6_HUMAN,ER memb.,Out,5- 24 ( 3- 30),30.2,11,-16.9,-24.7
1572,"Cytochrome P450, E-class, group I",Cytochrome P450 2A7,CP2A7_HUMAN,ER memb.,Out,5- 24 ( 3- 31),30.9,17,-16.3,-24.3
1574,"Cytochrome P450, E-class, group I",Cytochrome P450 2C18,CP2CI_HUMAN,ER memb.,Out,5- 22 ( 4- 25),30.2,7,-12.1,-20.4
1575,"Cytochrome P450, E-class, group I",Cytochrome P450 2C19,CP2CJ_HUMAN,ER memb.,Out,5- 22 ( 4- 25),30.1,8,-13.9,-21.6
1577,"Cytochrome P450, E-class, group I",Cytochrome P450 2C9,CP2C9_HUMAN,ER memb.,Out,6- 20 ( 5- 24),28.5,6,-12.0,-19.7
1580,"Cytochrome P450, E-class, group I",Cytochrome P450 2F1,CP2F1_HUMAN,ER memb.,Out,6- 24 ( 4- 27),30.1,3,-18.9,-23.5
1581,"Cytochrome P450, E-class, group I",Cytochrome P450 2J2,CP2J2_HUMAN,ER memb.,Out,17- 36 ( 16- 38),29.0,4,-10.8,-19.3
1582,"Cytochrome P450, E-class, group I",Cytochrome P450 2S1,CP2S1_HUMAN,ER memb.,Out,7- 26 ( 4- 30),31.0,5,-19.8,-26.4
1583,"Cytochrome P450, E-class, group I",Cytochrome P450 2W1,CP2W1_HUMAN,ER memb.,Out,2- 16 ( 1- 21),28.2,1,-13.4,-23.5
1584,"Cytochrome P450, E-class, group I",Cytochrome P450 4A11,CP4AB_HUMAN,ER memb.,Out,15- 34 ( 14- 42),29.6,25,-17.0,-21.6
1585,"Cytochrome P450, E-class, group I",Cytochrome P450 4A22,CP4AM_HUMAN,ER memb.,Out,18- 38 ( 17- 41),29.0,16,-15.5,-21.1
1587,"Cytochrome P450, E-class, group I",Cytochrome P450 4F11,CP4FB_HUMAN,ER memb.,Out,19- 38 ( 16- 39),31.2,15,-9.2,-19.7
1589,"Cytochrome P450, E-class, group I",Cytochrome P450 4F2,CP4F2_HUMAN,ER memb.,Out,20- 39 ( 17- 48),31.1,2,-13.6,-23.6
1590,"Cytochrome P450, E-class, group I",Cytochrome P450 4F3,CP4F3_HUMAN,ER memb.,Out,15- 35 ( 14- 42),30.2,36,-9.8,-20.8
1591,"Cytochrome P450, E-class, group I",Cytochrome P450 4F8,CP4F8_HUMAN,ER memb.,Out,18- 37 ( 17- 42),30.9,18,-11.3,-19.7
1593,"Cytochrome P450, E-class, group I",Cytochrome P450 4X1,CP4X1_HUMAN,ER memb.,Out,14- 32 ( 13- 37),29.6,14,-15.6,-23.4
1594,"Cytochrome P450, E-class, group I",Cytochrome P450 4Z1,CP4Z1_HUMAN,ER memb.,Out,9- 33 ( 5- 38),31.1,31,-21.5,-30.6
1595,"Cytochrome P450, E-class, group I",Putative inactive cytochrome P450 family...,CP4Z2_HUMAN,ER memb.,Out,9- 33 ( 5- 38),31.1,31,-21.5,-30.6
1598,"Cytochrome P450, E-class, group I",Ultra-long-chain fatty acid omega-hydrox...,CP4FN_HUMAN,ER memb.,Out,20- 42 ( 17- 48),31.0,26,-22.3,-31.7
1599,"Cytochrome P450, E-class, group I",Vitamin D 25-hydroxylase,CP2R1_HUMAN,ER memb.,Out,10- 29 ( 8- 34),29.8,16,-12.8,-20.4
1600,"Cytochrome P450, E-class, group II",Cytochrome P450 3A4,CP3A4_HUMAN,ER memb.,Out,12- 31 ( 10- 32),29.1,20,-13.4,-20.4
1602,"Cytochrome P450, E-class, group II",Cytochrome P450 3A5,CP3A5_HUMAN,ER memb.,Out,9- 26 ( 7- 29),29.2,5,-12.3,-19.9
1603,"Cytochrome P450, E-class, group II",Cytochrome P450 3A7,CP3A7_HUMAN,ER memb.,Out,9- 28 ( 7- 29),28.9,6,-12.6,-20.2
1604,"Cytochrome P450, E-class, group IV",24-hydroxycholesterol 7-alpha-hydroxylas...,CP39A_HUMAN,ER memb.,Out,7- 24 ( 6- 28),29.8,4,-13.9,-21.2
1605,"Cytochrome P450, E-class, group IV",7-alpha-hydroxycholest-4-en-3-one 12-alp...,CP8B1_HUMAN,ER memb.,Out,7- 22 ( 6- 23),29.2,4,-8.1,-18.5
1606,"Cytochrome P450, E-class, group IV",Cytochrome P450 26A1,CP26A_HUMAN,ER memb.,Out,7- 31 ( 6- 37),31.1,34,-14.5,-27.5
1607,"Cytochrome P450, E-class, group IV",Cytochrome P450 26B1,CP26B_HUMAN,ER memb.,Out,9- 29 ( 6- 31),31.1,21,-10.5,-18.6
1610,"Cytochrome P450, E-class, group IV",Cytochrome P450 7B1,CP7B1_HUMAN,ER memb.,Out,21- 39 ( 20- 41),29.8,7,-17.5,-22.7
1611,"Cytochrome P450, E-class, group IV",Lanosterol 14-alpha demethylase,CP51A_HUMAN,ER memb.,Out,27- 45 ( 24- 48),29.9,11,-13.3,-21.6
1612,"Cytochrome P450, E-class, group IV",Prostacyclin synthase,PTGIS_HUMAN,ER memb.,Out,2- 19 ( 1- 22),29.9,4,-20.2,-24.9
1613,3-beta hydroxysteroid dehydrogenase/isom...,Putative short-chain dehydrogenase/reduc...,D42E2_HUMAN,ER memb.,In,389- 409 ( 384- 410),30.1,21,-20.6,-27.1
1614,3-beta hydroxysteroid dehydrogenase/isom...,Short-chain dehydrogenase/reductase fami...,D42E1_HUMAN,ER memb.,In,368- 390 ( 363- 392),30.2,25,-14.8,-27.6
1616,Short-chain dehydrogenases/reductases,17-beta-hydroxysteroid dehydrogenase typ...,DHB2_HUMAN,ER memb.,In,56- 70 ( 55- 73),26.6,5,-9.3,-19.3
1617,Short-chain dehydrogenases/reductases,17-beta-hydroxysteroid dehydrogenase typ...,DHB3_HUMAN,ER memb.,In,7- 26 ( 5- 30),29.2,19,-11.3,-21.5
1618,Short-chain dehydrogenases/reductases,Dehydrogenase/reductase SDR family membe...,DRS7B_HUMAN,ER memb.,In,19- 40 ( 15- 48),31.0,20,-8.4,-25.6
1620,Short-chain dehydrogenases/reductases,Epidermal retinol dehydrogenase 2,RDHE2_HUMAN,ER memb.,In,13-31(6-32),29.9,16,-7.3,-17.0
1621,Short-chain dehydrogenases/reductases,Retinol dehydrogenase 5,RDH5_HUMAN,ER memb.,In,4-18(3-21),29.0,2,-13.1,-21.0
1622,Short-chain dehydrogenases/reductases,Short-chain dehydrogenase/reductase 3,DHRS3_HUMAN,Membrane,In,4- 21 ( 3- 24),29.0,6,-5.0,-16.4
1623,Short-chain dehydrogenases/reductases,Very-long-chain 3-oxoacyl-CoA reductase,DHB12_HUMAN,ER memb.,In,4-26 (4-28),24.8,61,-6.2,-29.8
1625,Retinol dehydrogenase,Retinol dehydrogenase 11,RDH11_HUMAN,ER memb.,Out,2- 19 ( 1- 20),30.2,3,-15.0,-26.8
1626,Retinol dehydrogenase,Retinol dehydrogenase 16,RDH16_HUMAN,ER memb.,In,287-308 (285-308),30.4,16,-2.7,-29.7
1627,Aldehyde dehydrogenase,Aldehyde dehydrogenase family 3 member A...,AL3A2_HUMAN,ER memb.,In,463- 481 ( 461- 484),30.1,4,-14.1,-22.1
1628,Quiescin-sulfhydryl oxidase,Sulfhydryl oxidase 1,QSOX1_HUMAN,Golgi memb.,Out,710- 729 ( 707- 738),30.1,14,-6.1,-17.4
1629,Quiescin-sulfhydryl oxidase,Sulfhydryl oxidase 2,QSOX2_HUMAN,Plasma memb.,Out,662- 683 ( 659- 687),34.4,11,-17.8,-27.1
1631,Iodothyronine deiodinase,Thyroxine 5-deiodinase,IOD3_HUMAN,ER memb.,Out,49- 65 ( 48- 69),29.8,14,-8.2,-18.6
1633,Iodothyronine deiodinase,Type I iodothyronine deiodinase,IOD1_HUMAN,ER memb.,Out,10- 31 ( 6- 32),32.4,21,-9.3,-18.7
1634,Flavin monooxygenase,Dimethylaniline monooxygenase [N-oxide-f...,FMO1_HUMAN,ER memb.,In,512- 530 ( 510- 531),30.2,9,-18.0,-26.3
1636,Flavin monooxygenase,Dimethylaniline monooxygenase [N-oxide-f...,FMO3_HUMAN,ER memb.,In,512- 530 ( 510- 531),30.0,4,-16.0,-28.5
1639,Flavin monooxygenase,Putative dimethylaniline monooxygenase [...,FMO6_HUMAN,ER memb.,In,521- 537 ( 518- 538),28.1,13,-9.5,-21.7
1642,Aspartyl/Asparaginyl beta-hydroxylase,Aspartate beta-hydroxylase domain-contai...,ASPH1_HUMAN,Plasma memb.,In,74- 95 ( 73- 100),33.5,10,-11.3,-23.7
1643,Aspartyl/Asparaginyl beta-hydroxylase,Aspartate beta-hydroxylase domain-contai...,ASPH2_HUMAN,Membrane,In,59- 76 ( 55- 81),28.9,3,-13.8,-22.3
1644,Aspartyl/Asparaginyl beta-hydroxylase,Aspartyl/asparaginyl beta-hydroxylase,ASPH_HUMAN,ER memb.,In,55- 74 ( 52- 78),31.0,17,-10.9,-26.5
1645,Triadin,Triadin,TRDN_HUMAN,ER memb.,In,48- 69 ( 46- 70),31.0,25,-16.3,-25.2
1646,Heme oxygenase,Heme oxygenase 1,HMOX1_HUMAN,ER memb.,In,268- 286 ( 266- 287),29.2,14,-13.8,-23.8
1647,Heme oxygenase,Heme oxygenase 2,HMOX2_HUMAN,ER memb.,In,296- 314 ( 295- 315),30.0,2,-11.3,-21.4
1648,Fatty acyl-CoA reductase,Fatty acyl-CoA reductase 1,FACR1_HUMAN,Peroxisome memb.,In,467- 485 ( 466- 489),29.1,15,-8.7,-16.5
1649,Fatty acyl-CoA reductase,Fatty acyl-CoA reductase 2,FACR2_HUMAN,Peroxisome memb.,In,467- 483 ( 466- 487),28.2,15,-10.6,-17.8
1651,Peptidyl-glycine alpha-amidating monooxy...,Peptidyl-glycine alpha-amidating monooxy...,AMD_HUMAN,Plasma memb.,Out,866- 888 ( 865- 893),34.4,20,-21.2,-31.9
1652,Dopamine beta-hydroxylase-related,DBH-like monooxygenase protein 1,MOXD1_HUMAN,ER memb.,Out,593- 609 ( 587- 612),28.9,6,-8.2,-17.5
1654,Copper amine oxidase,Membrane primary amine oxidase,AOC3_HUMAN,Plasma memb.,In,6- 28 ( 5- 29),34.4,4,-21.6,-30.5
1656,ITFG3 family,Protein FAM234A,F234A_HUMAN,Plasma memb.,In,49- 69 ( 47- 70),33.3,7,-14.7,-28.8
1657,ITFG3 family,Protein FAM234B,F234B_HUMAN,Membrane,In,104- 124 ( 94- 125),30.7,25,-15.7,-27.5
1658,Tyrosinase,"5,6-dihydroxyindole-2-carboxylic acid ox...",TYRP1_HUMAN,Vesicle memb.,Out,478- 500 ( 476- 504),32.0,22,-18.8,-26.8
1659,Tyrosinase,L-dopachrome tautomerase,TYRP2_HUMAN,Melanosome memb.,Out,472- 492 ( 469- 499),31.1,26,-18.3,-29.3
1660,Tyrosinase,Tyrosinase,TYRO_HUMAN,Vesicle memb.,Out,475- 498 ( 469- 504),30.7,35,-14.9,-23.3
1661,Protein FRRS1L,DOMON domain-containing protein FRRS1L,FRS1L_HUMAN,Plasma memb.,Und,327- 342 ( 326- 343),29.9,10,-12.2,-15.6
1662,"Glycosyltransferase, family 2","Beta-1,4 N-acetylgalactosaminyltransfera...",B4GN1_HUMAN,Golgi memb.,In,11- 28 ( 9- 31),29.1,5,-11.0,-18.1
1663,"Glycosyltransferase, family 2","Beta-1,4 N-acetylgalactosaminyltransfera...",B4GN2_HUMAN,Golgi memb.,In,69- 91 ( 66- 97),31.1,29,-19.9,-31.8
1664,"Glycosyltransferase, family 2",Dolichyl-phosphate beta-glucosyltransfer...,ALG5_HUMAN,ER memb.,In,4- 29 ( 3- 34),31.0,40,-17.1,-27.4
1665,"Glycosyltransferase, family 2",Inactive polypeptide N-acetylgalactosami...,GLTL5_HUMAN,Endosome memb.,In,8- 31 ( 7- 32),30.1,30,-10.7,-21.8
1666,"Glycosyltransferase, family 2",N-acetylgalactosaminyltransferase 7,GALT7_HUMAN,Golgi memb.,In,7- 27 ( 6- 28),30.1,11,-11.9,-22.7
1667,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GALT1_HUMAN,Golgi memb.,In,12- 31 ( 11- 36),30.1,14,-8.8,-19.9
1668,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLT10_HUMAN,Golgi memb.,In,8- 23 ( 5- 24),28.1,6,-8.9,-15.7
1669,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLT11_HUMAN,Golgi memb.,In,14- 33 ( 13- 34),30.2,5,-5.4,-19.0
1670,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLT12_HUMAN,Golgi memb.,In,18- 36 ( 12- 41),30.0,10,-14.3,-20.9
1671,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLT13_HUMAN,Golgi memb.,In,12- 30 ( 10- 33),29.9,11,-9.9,-21.1
1673,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLT15_HUMAN,Golgi memb.,In,14- 32 ( 11- 34),30.0,5,-19.2,-26.2
1674,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLT16_HUMAN,Golgi memb.,In,6- 25 ( 3- 26),30.2,16,-10.9,-21.6
1675,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLT17_HUMAN,Golgi memb.,In,8- 26 ( 3- 29),30.1,2,-13.8,-21.4
1677,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GALT2_HUMAN,Golgi memb.,In,7- 25 ( 4- 27),30.2,9,-13.3,-23.7
1678,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GALT3_HUMAN,Golgi memb.,In,20- 38 ( 16- 40),30.2,1,-17.2,-27.2
1679,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GALT4_HUMAN,Golgi memb.,In,8- 31 ( 7- 36),30.2,33,-12.2,-23.8
1680,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GALT5_HUMAN,Golgi memb.,In,15- 34 ( 11- 35),30.9,5,-12.8,-23.2
1681,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GALT6_HUMAN,Golgi memb.,In,10- 28 ( 8- 34),28.9,9,-13.7,-23.5
1682,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GALT9_HUMAN,Golgi memb.,In,11- 28 ( 3- 34),29.9,5,-10.9,-22.0
1683,"Glycosyltransferase, family 2",Polypeptide N-acetylgalactosaminyltransf...,GLTL6_HUMAN,Golgi memb.,In,8- 23 ( 5- 24),28.0,1,-10.4,-19.9
1684,"Glycosyltransferase, family 2",Probable polypeptide N-acetylgalactosami...,GALT8_HUMAN,Golgi memb.,In,8- 26 ( 7- 30),29.0,15,-14.7,-24.7
1685,"Glycosyltransferase, family 6","Alpha-1,3-galactosyltransferase 2",A3LT2_HUMAN,Membrane,In,17- 37 ( 8- 38),30.0,17,-9.9,-21.4
1686,"Glycosyltransferase, family 6","Globoside alpha-1,3-N-acetylgalactosamin...",GBGT1_HUMAN,Golgi memb.,In,8- 27 ( 6- 28),31.0,5,-6.9,-19.2
1687,"Glycosyltransferase, family 6",Histo-blood group ABO system transferase,BGAT_HUMAN,Golgi memb.,In,19- 36 ( 18- 37),29.8,14,-17.6,-27.1
1688,"Glycosyltransferase, family 6","Inactive N-acetyllactosaminide alpha-1,3...",GGTA1_HUMAN,Golgi memb.,In,7- 26 ( 5- 27),29.1,21,-12.9,-23.0
1689,"Glycosyltransferase, family 6",Putative glycosyltransferase 6 domain-co...,GL6D1_HUMAN,Membrane,In,6- 24 ( 4- 28),29.8,10,-14.7,-23.1
1690,"Glycosyltransferase, family 8",Glucoside xylosyltransferase 1,GXLT1_HUMAN,Golgi memb.,In,6- 24 ( 4- 26),30.0,2,-5.8,-15.7
1692,"Glycosyltransferase, family 8",Glycosyltransferase 8 domain-containing...,GL8D1_HUMAN,Golgi memb.,In,5- 23 ( 3- 25),31.1,2,-18.4,-27.7
1693,"Glycosyltransferase, family 8",Glycosyltransferase 8 domain-containing...,GL8D2_HUMAN,Golgi memb.,In,5- 26 ( 3- 28),30.2,24,-18.0,-23.6
1695,"Glycosyltransferase, family 8",Xylosyl- and glucuronyltransferase LARGE...,LARG1_HUMAN,Golgi memb.,In,14- 32 ( 11- 34),30.1,9,-8.6,-22.5
1696,"Glycosyltransferase, family 8",Xylosyl- and glucuronyltransferase LARGE...,LARG2_HUMAN,Golgi memb.,In,8- 26 ( 7- 27),29.9,10,-19.3,-25.2
